29	4.01784	4	4	2.225e-005
29	4.01784	4	5	1.94e-006
29	4.01784	5	5	1.5e-007
30	4.08213	1	1	0.00061495
30	4.08213	1	2	-0.000148125
30	4.08213	1	3	-0.000503195
30	4.08213	1	4	-0.000128915
30	4.08213	1	5	-1.115e-005
30	4.08213	2	2	-0.00069635
30	4.08213	2	3	-0.000465515
30	4.08213	2	4	5.73e-006
30	4.08213	2	5	2.17e-006
30	4.08213	3	3	-6.817e-005
30	4.08213	3	4	8.6015e-005
30	4.08213	3	5	8.74e-006
30	4.08213	4	4	3.169e-005
30	4.08213	4	5	2.98e-006
30	4.08213	5	5	2.8e-007
31	4.14542	1	1	0.00015486
31	4.14542	1	2	-0.00032779
